#	Id	ClassId	NameStringId	LevelDesignGroupId		MissionGroupPresetId	MissionGrooupIndex					MissionLV		UIDisplayType	CanReDoThisMission	RegularMissonPresetId	ChildrenMissionPresetId1	ChildrenMissionPresetId2	ChildrenMissionPresetId3	ChildrenMissionPresetId4	LevelDesignID	MainID	SubID	StartMissionScript 	EndMissionScript	BelongToMissionId	MissionItemIdOnAcceptMission1	MissionItemCountOnAcceptMission1	MissionItemIdOnAcceptMission2	MissionItemCountOnAcceptMission2	MissionItemIdOnAcceptMission3	MissionItemCountOnAcceptMission3	MissionItemIdOnAcceptMission4	MissionItemCountOnAcceptMission4	AcceptMissionNPCID		AcceptMissionLevelDesignId		ReturnMissionNPCID	ReturnMissionPosition		ReturnMissionLevelDesignId		CompleteMissionCausalityStringStartId	CompleteMissionCausalityStringEndId	MissionTargetStringId	MissionTargetLevelDesignId	MissionTargetPosition	MissionDescStringID	AcceptConversationID	UnFinishMissionAcceptID	UnFinishMissionReturnID	ReturnConversationID	RewardExp			RewardGP	RewardPrestige	RewardSkillId	RewardLimit	RewardID1	RewardCount1	RewardRate1	RewardID2	RewardCount2	RewardRate2	RewardID3	RewardCount3	RewardRate3	RewardID4	RewardCount4	RewardRate4	RewardID5	RewardCount5	RewardRate5	Visible	GfxId	AutoShare	bMainMission							
#	Id																																																									30%																						21					20	
#	Id	Class 編號	名稱StringID	關卡群組	任務名稱（10字）	屬於哪一個任務群組	在任務群組的第幾個順位	所在關卡(動物城)	任務類型	人數類型	重接	任務樹承接等級顯示	任務難度等級	UI顯示類別	是否可以重覆解	制式任務追蹤編號	附屬子任務1	附屬子任務2	附屬子任務3	附屬子任務4	開啟LevelDesign	主標記	副標記	開始Script	結束Script 	"所屬任務
(步驟)"	承接任務時獲得的物品編號1	承接任務時獲得的物品數量1	承接任務時獲得的物品編號2	承接任務時獲得的物品數量2	承接任務時獲得的物品編號3	承接任務時獲得的物品數量3	承接任務時獲得的物品編號4	承接任務時獲得的物品數量4	接任務NPC	接任務NPC	接任務地點	接任務地點	還任務NPC	"任務追蹤
還任務NPC座標"	還任務NPC	還任務地點	還任務地點	任務目標String起始編號	任務目標String結尾編號	"任務追蹤
任務對象String"	"任務追蹤
對象所在關卡"	"任務追蹤
對象座標"	任務描述	接任務對話	任務提示(接取NPC)	任務提示(回報NPC)	還任務對話	獎勵Exp	修正以前獎勵Exp	任務種類備註	獎勵 GP	獎勵聲望	獎勵 技能	獎勵物品數量上限	"獎勵1物品
裝備飾品"	獎勵1數量	獎勵1機率	"獎勵2物品
藥水"	獎勵2數量	獎勵2機率	"獎勵3物品
武卷卷軸"	獎勵3數量	獎勵3機率	"獎勵4物品
防卷卷軸"	獎勵4數量	獎勵4機率	"獎勵5物品
傳卷復活"	獎勵5數量	獎勵5機率	顯示	圖檔	自動分享	主線與否	任務所需時間(秒)	目標怪物EXP	怪物擊殺目標隻數	殺夠怪物須過關次數	單級關卡GP參考	獎勵GP計算	原始排序
	884	9300	2000884	1003	13A-7 完成大風車	2	7	兔城野外2	不重複：其他（對話、跑腿）	0	否	1	5	0	0	884						884	0	Mission884Start											40031	後勤坦克隊長	1001	兔城野外1	40033	9564 0 -589	前線坦克隊長	1002	兔城野外2	8001821	8001821	3200046			8011821	8025198	8025063		8025064	752	119	對話	47	526		3	30001	20	10000	30013	5	10000	30027	1	10000											10	0	0				486
	885	9300	2000885	1003	13A-9 清除路上障礙	2	9	兔城野外2	不重複：其他（對話、跑腿）	0	否	1	5	0	0	885						885	0	Mission885Start											40033	前線坦克隊長	1002	兔城野外2	40032	6356 0 -1894	兔城村民	1002	兔城野外2	8001822	8001822	3200045			8011822	8025198	8025066		8025067	2256	357	對話	140	1579																						30	0	0				487
	886	9300	2000886	1003	13A-10 危險的刺小鬼	2	10	兔城野外2	不重複：支線	1	否	1	6	0	0	886						886	0	Mission886Start											40032	兔城村民	1002	兔城野外2	40032	6356 0 -1894	兔城村民	1002	兔城野外2	8001823	8001823	3300005	1002	9217 0 -1275	8011823	8025198	8025069		8025070	3840	165	打怪	216	2688		2	30001	3	5000	30007	3	5000	30022	1	5000	30023	1	5000	30027	1	5000					35	64	10				488
	887	9300	2000887	1003	13A-11 刺小鬼來源	2	11	兔城野外2	不重複：其他（對話、跑腿）	0	否	1	6	0	0	887						887	0	Mission887Start											40032	兔城村民	1002	兔城野外2	40033	9564 0 -589	前線坦克隊長	1002	兔城野外2	8001824	8001824	3200046			8011824	8025198	8025072		8025073	3252	488	對話	185	2276																						30	0	0				489
	888	9300	2000888	1003	13A-12 探查情報	2	12	兔城野外2	不重複：其他（對話、跑腿）	0	否	1	6	0	0	888						888	0	Mission888Start											40033	前線坦克隊長	1002	兔城野外2	40033	9564 0 -589	前線坦克隊長	1002	兔城野外2	8001825	8001825	3300051			8011825	8025198	8025075		8025076	3252	1950	跑腿	739	2276		1	30001	1	9000	30007	1	9000	30022	1	3000	30023	1	3000	30029	1	3000					120	0	0				490
	889	9300	2000889	1003	13A-13 捕捉鐵蘿蔔部隊	2	13	兔城野外2	不重複：主線	0	否	1	8	0	0	889						889	0	Mission889Start											40033	前線坦克隊長	1002	兔城野外2	40033	9564 0 -589	前線坦克隊長	1002	兔城野外2	8001826	8001826	3300051	1002	4658 0 -1044	8011826	8025198	8025078		8025079	3390	46	打怪	1512	2373		2	1525	1	9000	1526	1	9000	1527	1	9000	1528	1	9000	30027	1	10000					180	113	3				491
	890	9300	2000890	1003	13A-14 鐵蘿蔔餘黨	2	14	兔城野外2	不重複：主線	1	否	1	9	0	0	890						890	0	Mission890Start											40033	前線坦克隊長	1002	兔城野外2	40033	9564 0 -589	前線坦克隊長	1002	兔城野外2	8001827	8001827	3300007	1002	2239 0 1800	8011827	8025198	8025081		8025082	20300	485	打怪	775	14210		2	30001	3	5000	30007	3	5000	30022	1	5000	30023	1	5000	30027	1	5000					80	203	10				492
	891	9300	2000891	1003	13A-20 逃走的兔王	2	20	兔城野外2	不重複：其他（對話、跑腿）	0	否	1	18	0	0	891						891	0	Mission891Start	Mission891End										40033	前線坦克隊長	1002	兔城野外2	40002	-191 0 -900	吳用	3	英雄城1	8001828	8001828	3200002			8011828	8025198	8025084		8025085	55655	14023	對話	1676	38959		2	30013	10	10000	1530	1	9000	1531	1	9000	1532	1	9000	1533	1	9000					60	0	0				493
	892	9300	2000892	1003	13A-15 阻擋兔族新兵	2	15	兔城野外2	不重複：主線	1	否	1	3	0	0	892						892	0	Mission892Start											40033	前線坦克隊長	1002	兔城野外2	40033	9564 0 -589	前線坦克隊長	1002	兔城野外2	8001829	8001829	3300004	1001	2863 0 319	8011829	8025198	8025087		8025088	14400	110	打怪	154	10080		2	30001	3	5000	30007	3	5000	30022	1	5000	30023	1	5000	30027	1	5000					50	48	15				494
	893	9300	2000893	1003	13A-16 阻擋兔族援軍	2	16	兔城野外2	不重複：主線	1	否	1	9	0	0	893						893	0	Mission893Start											40033	前線坦克隊長	1002	兔城野外2	40033	9564 0 -589	前線坦克隊長	1002	兔城野外2	8001830	8001830	3300051	1002	4658 0 -1044	8011830	8025198	8025090		8025091	57900	455	打怪	581	40530		2	30001	3	5000	30007	3	5000	30022	1	5000	30023	1	5000	30027	1	5000					60	193	15				495
	894	9300	2000894	1003	13A-17 打倒兔子教官	2	17	兔城野外2	不重複：主線	1	否	1	10	0	0	894						894	0	Mission894Start											40033	前線坦克隊長	1002	兔城野外2	40033	9564 0 -589	前線坦克隊長	1002	兔城野外2	8001831	8001831	3300009	1002	2155 0 2313	8011831	8025198	8025093		8025094	21000	398	打王	663	14700		2	30013	5	10000	1415	1	9000	1416	1	9000	1417	1	9000	1418	1	9000					60	"1,050"	1				496
	895	9300	2000895	1003	13A-18 打倒兔子大軍	2	18	兔城野外3	不重複：主線	0	否	1	14	0	0	895						895	0	Mission895Start											40033	前線坦克隊長	1002	兔城野外2	40033	9564 0 -589	前線坦克隊長	1002	兔城野外2	8001832	8001832	8040026	1013	5012 -100 -590	8011832	8025198	8025096		8025097	75000	3410	打怪	4390	52500		2	30001	10	5000	30007	10	5000	30022	1	5000	30023	1	5000	20144	1	10000					240	250	30				497
	896	9300	2000896	1003	13A-19 迷霧谷之戰	2	19	兔城野外2	不重複：主線	1	否	1	15	0	0	896						896	0	Mission896Start											40033	前線坦克隊長	1002	兔城野外2	40033	9564 0 -589	前線坦克隊長	1002	兔城野外2	8001833	8001833	3400002	1002	9819 0 -645	8011833	8025198	8025099		8025100	48060	747	副本	8048	33642		2	30001	5	10000	30001	10	10000	30007	5	10000	30007	10	10000	30013	5	10000					400	"4,806"	1				498
	897	9300	2000897	1003	13A-8 密林裡的大仙	2	8	兔城野外2	不重複：主線	1	否	1	5	0	0	897						897	0	Mission897Start											40033	前線坦克隊長	1002	兔城野外2	40033	9564 0 -589	前線坦克隊長	1002	兔城野外2	8001834	8001834	3400002	1002	9819 0 -645	8011834	8025198	8025102		8025103	15400	1013	副本	2802	10780		2	30013	5	10000	1410	1	8000	1411	1	8000	1412	1	8000	1413	1	8000					600	"1,540"	1				499
	898	9300	2000898	1003	13B-2 抓蜻蜓	3	2	兔城野外3	不重複：主線	1	否	1	11	0	0	898						898	0	Mission898Start											40073	矮小兔	1013	落葉林地	40073	6235 0 489	矮小兔	1013	落葉林地	8001835	8001835	3300065	1013	5088 0 33	8011835	8025198	8025105		8025106	6660	935	打怪	673	4662		2	30001	3	5000	30007	3	5000	30022	1	5000	30023	1	5000	30027	1	5000					50	333	10				500
	899	9300	2000899	1003	13B-3 矮兔夢想	3	3	兔城野外3	不重複：其他（對話、跑腿）	0	否	1	11	0	0	899						899	0	Mission899Start											40073	矮小兔	1013	落葉林地	40075	3000 0 697	越野兔	1013	落葉林地	8001836	8001836	3200073			8011836	8025198	8025108		8025109	4591	736	對話	135	3214																						10	0	0				501
	900	9300	2000900	1003	13B-4 瑞比戰士入門測驗	3	4	兔城野外3	不重複：主線	1	否	1	12	0	0	900						900	0	Mission900Start	Mission900End										40075	越野兔	1013	落葉林地	40075	3000 0 697	越野兔	1013	落葉林地	8001837	8001837	3300066	1013	4032 0 -1012	8011837	8025198	8025111		8025112	9200	1325	打怪	597	6440		2	30001	3	5000	30007	3	5000	30022	1	5000	30023	1	5000	30027	1	5000					40	460	10				502
	901	9300	2000901	1003	13B-5 越野兔的訓示	3	5	兔城野外3	不重複：其他（對話、跑腿）	0	否	1	12	0	0	901						901	0	Mission901Start											40075	越野兔	1013	落葉林地	40073	6235 0 489	矮小兔	1013	落葉林地	8001838	8001838	3200071			8011838	8025198	8025114		8025115	5172	0	對話	149	3620		1	1410	1	10000	1411	1	10000	1412	1	10000	1413	1	10000	30029	1	100					10	0	0				503
	902	9300	2000902	1003	13B-6 藍色小蘿蔔	3	6	兔城野外3	不重複：主線	1	否	1	12	0	0	902						902	0	Mission902Start	Mission902End										40073	矮小兔	1013	落葉林地	40073	6235 0 489	矮小兔	1013	落葉林地	8001839	8001839	3100045	1013	2838 0 -1047	8011839	8025198	8025117		8025118	3740	935	打怪	746	2618		2	30001	3	5000	30007	3	5000	30022	1	5000	30023	1	5000	30027	1	5000					50	187	10				504
	903	9300	2000903	1003	13B-7 短暫的美夢	3	7	兔城野外3	不重複：其他（對話、跑腿）	0	否	1	12	0	0	903	904	906	908			903	0	Mission903Start											40073	矮小兔	1013	落葉林地	40073	6235 0 489	矮小兔	1013	落葉林地	8001840	8001840	8040031			8011840	8025198	8025120		8025121	5172	833	對話(包任務)	149	3620		1	30001	1	9000	30007	1	8000	30022	1	3000	30023	1	3000	30029	1	3000					10	0	0				505
	904	9300	2000904	1003	13B-7-1 說服三寶之忍者兔	3	8	兔城野外3	不重複：其他（對話、跑腿）	0	否	1	12	0	0	904	905					904	0	Mission904Start	Mission904End										40073	矮小兔	1013	落葉林地	40073	6235 0 489	矮小兔	1013	落葉林地	8001841	8001841	3200072	1013	5257 -99 -308	8011841	8025198	8025123		8025124	5172	2499	對話(包任務)	448	3620		1	30001	3	9000	30007	3	8000	30022	1	3000	30023	1	3000	30029	1	3000					30	0	0				506
	905	9300	2000905	1003	13B-7-1a 越野兔的照片	3	9	兔城野外4	不重複：其他（對話、跑腿）	0	否	1	13	0	0	905						905	0	Mission905Start	Mission905End		20112	1							40074	忍者兔丸	1013	落葉林地	40074	5257 -99 -308	忍者兔丸	1013	落葉林地	8001842	8001842	3200073	1013	3000 0 697	8011842	8025198	8025126		8025127	5826	8334	對話	993	4078		1	20119	1	10000																	60	0	0				507
	906	9300	2000906	1003	13B-7-2 說服三寶之越野兔	3	10	兔城野外5	不重複：其他（對話、跑腿）	0	否	1	13	0	0	906	907					906	0	Mission906Start	Mission906End										40073	矮小兔	1013	落葉林地	40073	6235 0 489	矮小兔	1013	落葉林地	8001843	8001843	3200073	1013	3000 0 697	8011843	8025198	8025129		8025130	5826	4167	對話(包任務)	496	4078		1	30001	3	9000	30007	3	8000	30022	1	3000	30023	1	3000	30029	1	3000					30	0	0				508
	907	9300	2000907	1003	13B-7-2a 吵鬧的蚊子	3	11	兔城野外6	不重複：主線	1	否	1	16	0	0	907						907	0	Mission907Start	Mission907End										40075	越野兔	1013	落葉林地	40075	3000 0 697	越野兔	1013	落葉林地	8001844	8001844	3300152	1013	2807 0 293	8011844	8025198	8025132		8025133	1284	196	打怪	358	899		2	20120	1	10000	30001	3	5000	30022	1	5000	30023	1	5000	30027	1	5000					15	642	1				509
	908	9300	2000908	1003	13B-7-3 說服三寶之遊俠兔	3	12	兔城野外7	不重複：主線	1	否	1	15	0	0	908						908	0	Mission908Start	Mission908End										40073	矮小兔	1013	落葉林地	40073	6235 0 489	矮小兔	1013	落葉林地	8001845	8001845	3300069	1013	2880 100 2125	8011845	8025198	8025135		8025136	5100	990	打王	1207	3570		3	20121	1	10000	30001	5	9000	30007	5	9000	30024	1	9000	30025	1	9000					60	"2,550"	1				510
	910	9300	2000910	1003	13B-8 神秘迴旋林之戰	3	13	兔城野外3	不重複：主線	1	否	1	15	0	0	910						910	0	Mission910Start											40073	矮小兔	1013	落葉林地	40073	6235 0 489	矮小兔	1013	落葉林地	8001846	8001846	3400002	1013	5432 0 666	8011846	8025198	8025138		8025139	3614	773	副本	8048	2530		2	30001	5	10000	30001	10	10000	30007	5	10000	30007	10	10000	30013	5	10000					400	"1,807"	1				511
	911	9300	2000911	1003	13B-9 會見兔王	3	14	兔城野外3	不重複：其他（對話、跑腿）	0	否	1	15	0	0	911						911	0	Mission911Start	Mission911End										40073	矮小兔	1013	落葉林地	40159	6650 0 -2350	跳跳	1014	兔城野外4	8001847	8001847	3200162			8011847	8025198	8025141		8025142	8523	8334	對話	1207	5966		1	1525	1	10000	1526	1	10000	1527	1	10000	1528	1	10000	30029	1	100					60	0	0				512
	912	9300	2000912	1003	13B-10 蚊蟲孳生	3	15	兔城野外4	不重複：其他（對話、跑腿）	0	否	1	15	0	0	912	913	914	915	918		912	0	Mission912Start											40159	跳跳	1013	兔城野外4	40159	6650 0 -2350	跳跳	1014	兔城野外4	8001848	8001848	3200074	1014	9508 0 -642	8011848	8025198	8025144		8025145	8523	1389	對話(包任務)	201	5966		1	30001	3	9000	30007	3	8000	30022	1	3000	30023	1	3000	30029	1	3000					10	0	0				513
	913	9300	2000913	1003	13B-10-1 捕捉登革熱病媒蚊	3	16	兔城野外4	不重複：主線	0	否	1	16	0	0	913						913	0	Mission913Start											40076	仲夏夜	1014	螢火平原	40076	9508 0 -642	仲夏夜	1014	螢火平原	8001849	8001849	3300070	1014	9159 0 -1065	8011849	8025198	8025147		8025148	2550	1955	打怪	2864	1785		2	30001	3	5000	30007	3	5000	30022	1	5000	30023	1	5000	30027	1	5000					120	425	3				514
	915	9300	2000915	1003	13B-10-2 兔族的滅蚊方法	3	17	兔城野外4	不重複：其他（對話、跑腿）	0	否	1	16	0	0	915						915	0	Mission915Start											40076	仲夏夜	1014	螢火平原	40077	5289 -0 -1444	萬兔總教練	1014	螢火平原	8001850	8001850	3200075			8011850	8025198	8025150		8025151	9398	1514	對話	239	6579																						10	0	0				515
	916	9300	2000916	1003	13B-10-3 說服子弟兵	3	18	兔城野外4	不重複：主線	1	否	1	17	0	0	916						916	0	Mission916Start											40077	萬兔總教練	1014	螢火平原	40077	5289 -0 -1444	萬兔總教練	1014	螢火平原	8001851	8001851	3300071	1014	5280 0 -540	8011851	8025198	8025153		8025154	21060	3135	打怪	1554	14742		2	30001	3	5000	30007	3	5000	30022	1	5000	30023	1	5000	30027	1	5000					60	702	15				516
	917	9300	2000917	1003	13B-10-4 兔族妙招	3	19	兔城野外4	不重複：其他（對話、跑腿）	0	否	1	17	0	0	917						917	0	Mission917Start											40077	萬兔總教練	1014	螢火平原	40076	9508 0 -642	仲夏夜	1014	螢火平原	8001852	8001852	3200074			8011852	8025198	8025156		8025157	10258	1660	對話	259	7181		1	20144	1	10000																	10	0	0				517
	918	9300	2000918	1003	13B-10-5 仲夏夜之惡夢	3	20	兔城野外4	不重複：其他（對話、跑腿）	0	否	1	17	0	0	918						918	0	Mission918Start	Mission918End										40076	仲夏夜	1014	螢火平原	40076	9508 0 -642	仲夏夜	1014	螢火平原	8001853	8001853	8040015	1014	3510 0 -2535	8011853	8025198	8025159		8025160	10258	4979	跑腿	777	7181		1	30001	1	9000	30007	1	8000	30022	1	3000	30023	1	3000	30029	1	3000					30	0	1				518
	919	9300	2000919	1003	13B-11 臭氣薰天	3	21	兔城野外4	不重複：其他（對話、跑腿）	0	否	1	17	0	0	919	920	921	922	923		919	0	Mission919Start											40159	跳跳	1013	兔城野外4	40159	6650 0 -2350	跳跳	1014	兔城野外4	8001854	8001854	3200076	1014	3227 0 -393	8011854	8025198	8025162		8025163	10258	1660	對話(包任務)	259	7181		1	1415	1	10000	1416	1	10000	1417	1	10000	1418	1	10000	30029	1	3000					10	0	0				519
	920	9300	2000920	1003	13B-11-1 調查臭氣來源	3	22	兔城野外4	不重複：其他（對話、跑腿）	0	否	1	17	0	0	920						920	0	Mission920Start											40078	嚇綠弟	1014	螢火平原	40078	3227 0 -393	嚇綠弟	1014	螢火平原	8001855	8001855	8040016			8011855	8025198	8025165		8025166	10258	4979	跑腿	777	7181		1	30001	1	9000	30007	1	8000	30022	1	3000	30023	1	3000	30029	1	3000					30	0	0				520
	921	9300	2000921	1003	13B-11-2 罪魁禍首	3	23	兔城野外4	不重複：主線	1	否	1	20	0	0	921						921	0	Mission921Start											40078	嚇綠弟	1014	螢火平原	40078	3227 0 -393	嚇綠弟	1014	螢火平原	8001856	8001856	3300074	1014	2162 0 2265	8011856	8025198	8025168		8025169	8110	1620	打王	975	5677		2	30001	5	10000	30007	5	10000	30024	1	10000	30025	1	10000	30027	1	10000					30	"4,055"	1				521
	922	9300	2000922	1003	13B-11-3 製作芳香劑	3	24	兔城野外4	不重複：其他（對話、跑腿）	0	否	1	17	0	0	922						922	0	Mission922Start			20052	1							40078	嚇綠弟	1014	螢火平原	40162	1558 0 1338	花精	1014	螢火平原	8001857	8001857	3200165			8011857	8025198	8025171		8025172	10258	7011	對話	777	7181																						30	0	0				522
	923	9300	2000923	1003	13B-11-4 趕走臭鼬	3	25	兔城野外4	不重複：主線	1	否	1	19	0	0	923						923	0		Mission923End										40162	花精	1014	螢火平原	40162	1558 0 1338	花精	1014	螢火平原	8001858	8001858	3300073	1014	2232 0 1655	8011858	8025173	8025174		8025175	34000	5100	打怪	1358	23800		2	30001	3	5000	30007	3	5000	30022	1	5000	30023	1	5000	30027	1	5000					45	850	20				523
	924	9300	2000924	1003	13B-11-5 取得香精	3	26	兔城野外4	不重複：其他（對話、跑腿）	0	否	1	19	0	0	924						924	0	Mission924Start			20117	1							40162	花精	1014	螢火平原	40078	3227 0 -393	嚇綠弟	1014	螢火平原	8001859	8001859	3200076			8011859	8025176	8025177		8025178	12097	1966	對話	302	8468																						10	0	0				524
	925	9300	2000925	1003	13B-11-6 環境芬芳	3	27	兔城野外4	不重複：其他（對話、跑腿）	0	否	1	19	0	0	925						925	0	Mission925Start	Mission925End		20054	1							40078	嚇綠弟	1014	螢火平原	40078	3227 0 -393	嚇綠弟	1014	螢火平原	8001860	8001860	8040016			8011860	8025198	8025180		8025181	12097	5898	跑腿	905	8468		3	30001	10	10000	30007	1	8000	30022	1	3000	30023	1	3000	30027	1	10000					30	0	0				525
	926	9300	2000926	1003	13B-12 迷霧的逆襲	3	28	兔城野外4	不重複：主線	1	否	1	20	0	0	926						926	0	Mission926Start	Mission926End										40078	嚇綠弟	1014	螢火平原	40078	3227 0 -393	嚇綠弟	1014	螢火平原	8001865	8001865	3400002	1014	3350 0 -68	8011865	8025198	8025195		8025196	13354	4357	副本	16907	9348		2	30001	5	10000	30001	10	10000	30007	5	10000	30007	10	10000	30013	5	10000					520	"6,677"	1				526
	927	9300	2000927	1003	13B-13 尋找跳繩	3	29	兔城野外4	不重複：其他（對話、跑腿）	0	否	1	19	0	0	927						927	0	Mission927Start											40159	跳跳	1013	兔城野外4	40077	5289 -0 -1444	萬兔總教練	1014	兔城野外4	8001861	8001861	3300071			8011861	8025198	8025183		8025184	12097	7011	對話	905	8468																						30	0	0				527
	928	9300	2000928	1003	13B-14 兔族的跳繩	3	30	兔城野外4	不重複：其他（對話、跑腿）	0	否	1	19	0	0	928						928	0	Mission928Start			20103	1							40077	萬兔總教練	1014	兔城野外4	40159	6650 0 -2350	跳跳	1014	兔城野外4	8001862	8001862	3200162			8011862	8025198	8025186		8025187	12097	2337	對話	302	8468																						10	0	0				528
	929	9300	2000929	1003	13B-15 跳繩比賽	3	31	兔城野外4	不重複：其他（對話、跑腿）	0	否	1	19	0	0	929						929	0	Mission929Start	Mission929End										40159	跳跳	1014	兔城野外4	40159	6650 0 -2350	跳跳	1014	兔城野外4	8001863	8001863	3200162			8011863	8025198	8025189		8025190	12097	14023	跑腿	1810	8468		1	30001	1	9000	30007	1	8000	30022	1	3000	30023	1	3000	30029	1	3000					60	0	0				529
	930	9300	2000930	1003	13B-16 耍賴的兔王	3	32	兔城野外4	不重複：其他（對話、跑腿）	0	否	1	19	0	0	930						930	0	Mission930Start	Mission930End										40159	跳跳	1014	兔城野外4	40002	-191 0 -900	吳用	3	英雄城1	8001864	8001864	3200002			8011864	8025198	8025192		8025193	12097	2337	對話	302	8468		2	30013	10	10000	1530	1	9000	1531	1	9000	1532	1	9000	1533	1	9000					10	0	0				530
	931	9300	2000931	1003	14 突破！兔王領域攻入戰	1	15	英雄城1	不重複：主線	1	否	1	20	0	0	931						931	0	Mission931Start											40002	吳用	3	英雄城1	40002	-191 0 -900	吳用	3	英雄城1	8001866	8001866	3400002	3	4357 0 1892	8011866	8025198	8025204		8025205	19274	4355	副本	19509	13492		2	30001	10	10000	30001	20	10000	30007	10	10000	30007	20	10000	30013	5	10000					600	"9,637"	1				531
	932	9300	2000932	1003	15 兔城攻防會戰	1	16	英雄城1	不重複：主線	1	否	1	20	0	0	932						932	0	Mission932Start											40002	吳用	3	英雄城1	40002	-191 0 -900	吳用	3	英雄城1	8001867	8001867	3400002	3	4357 0 1892	8011867	8025198	8025207		8025208	33852	7115	副本	19509	23696		2	30001	10	10000	30001	20	10000	30007	10	10000	30007	20	10000	30013	10	10000					600	"16,926"	1				532
	933	9300	2000933	1003	16 Boss戰-決勝兔王要塞	1	17	英雄城1	不重複：主線	1	否	1	20	0	0	933						933	0	Mission933Start											40002	吳用	3	英雄城1	40002	-191 0 -900	吳用	3	英雄城1	8001868	8001868	3400002	3	4357 0 1892	8011868	8025198	8025210		8025211	58854	16318	副本	19509	41198		1	30001	10	10000	30001	20	10000	30001	30	10000	30001	40	10000	30001	50	10000					600	"29,427"	1				533
	934	9300	2000934	1003	*英雄的象徵*	4	1	英雄城1	不重複：其他（對話、跑腿）	0	否	20	20	0	0	934						934	0	Mission934Start											40002	吳用	3	英雄城1	40087	3959 0 385	關勝	3	英雄城1	8001869	8001869	3200084			8011869	8025198	8025213		8025214	14369	7011	對話	975	10058																						30	0	0				534
	935	9300	2000935	1003	1 初識象城	4	2	英雄城1	不重複：其他（對話、跑腿）	0	否	20	20	0	0	935						935	0	Mission935Start											40087	關勝	3	英雄城1	40034	295 0 241	象城村長	1003	象牙林	8001870	8001870	3200028			8011870	8025198	8025216		8025217	14369	2337	對話	325	10058																						10	0	0				535
	936	9300	2000936	1003	2 冰涼的水	4	3	象牙林	不重複：主線	1	否	20	20	0	0	936						936	0	Mission936Start											40034	象城村長	1003	象牙林	40034	295 0 241	象城村長	1003	象牙林	8001871	8001871	3300012	1003	1268 150 1769	8011871	8025198	8025219		8025220	82160	16270	打怪	3902	57512		2	30002	3	5000	30008	3	5000	30022	1	5000	30023	1	5000	30027	1	5000					120	"2,054"	20				536
	937	9300	2000937	1003	3 泥巴浴	4	4	象牙林	不重複：其他（對話、跑腿）	0	否	20	20	0	0	937						937	0	Mission937Start											40034	象城村長	1003	象牙林	40034	295 0 241	象城村長	1003	象牙林	8001872	8001872	8040027	1003	1294 0 -15	8011872	8025198	8025222		8025223	14369	42068	跑腿	5853	10058		1	30002	1	9000	30008	1	8000	30022	1	3000	30023	1	3000	30029	1	3000					180	0	0				537
	938	9300	2000938	1003	4 酷熱谷的磨練	4	5	象牙林	不重複：主線	1	否	20	25	0	0	938						938	0	Mission938Start											40034	象城村長	1003	象牙林	40034	295 0 241	象城村長	1003	象牙林	8001873	8001873	8040029	1003	1755 150 2250	8011873	8025198	8025225		8025226	22562	9190	副本	460	15793		2	1539	1	9000	1540	1	9000	1541	1	9000	1542	1	9000	30027	1	10000						"11,281"	2	1			538
	939	9300	2000939	1003	5 求救訊號	4	6	象牙林	不重複：其他（對話、跑腿）	0	否	20	20	0	0	939						939	0	Mission939Start											40034	象城村長	1003	象牙林	40038	4029 -0 1109	膽小的士兵	1003	象牙林	8001874	8001874	3200032			8011874	8025198	8025228		8025229	14369	10508	對話	975	10058																						30	0	0				539
	940	9300	2000940	1003	6 象坦克阻礙	4	7	象牙林	不重複：主線	1	否	20	25	0	0	940						940	0	Mission940Start											40038	膽小的士兵	1003	象牙林	40038	4029 -0 1109	膽小的士兵	1003	象牙林	8001875	8001875	3300018	1003	6170 300 1505	8011875	8025198	8025231		8025232	82728	34203	打王	9652	57910		2	1424	1	9000	1425	1	9000	1426	1	9000	1427	1	9000	30024	1	10000					300	"82,728"	1				540
	941	9300	2000941	1003	7 臨陣畏縮	4	8	象牙林	不重複：其他（對話、跑腿）	0	否	20	20	0	0	941						941	0	Mission941Start											40038	膽小的士兵	1003	象牙林	40164	587 -0 251	膽大的士兵	1004	神木密林	8001876	8001876	3200166			8011876	8025198	8025234		8025235	14369	3503	對話	325	10058																						10	0	0				541
	942	9300	2000942	1003	8 龍砲車襲擊	4	9	神木密林	不重複：主線	1	否	20	26	0	0	942						942	0	Mission942Start											40164	膽大的士兵	1004	神木密林	40164	587 -0 251	膽大的士兵	1004	神木密林	8001877	8001877	3300015	1004	2432 100 3424	8011877	8025198	8025237		8025238	59640	31140	打怪	20717	41748		2	30002	3	5000	30008	3	5000	30022	1	5000	30023	1	5000	30027	1	5000					600	"1,988"	30				542
	943	9300	2000943	1003	9 神木密林追擊戰	4	10	神木密林	不重複：主線	1	否	20	26	0	0	943						943	0	Mission943Start											40164	膽大的士兵	1004	神木密林	40164	587 -0 251	膽大的士兵	1004	神木密林	8001878	8001878	8040029	1004	747 100 2746	8011878	8025198	8025240		8025241	15150	11200	副本	600	10605		2	30002	5	10000	30002	10	10000	30008	5	10000	30008	10	10000	30014	5	10000						"15,150"	1				543
